unitid,instnm,url,ok,status_code,content_type,saved_path,error
100751,The University of Alabama,https://teachingai.barefield.ua.edu/ua-policies/,True,200,text/html; charset=utf-8,data/compilation/html/100751/12c335a51c8e9b57cf045a18214f7b6539d21131.html,
100751,The University of Alabama,https://provost.ua.edu/resources/policies-guidelines/,True,200,text/html; charset=utf-8,data/compilation/html/100751/509b564c1c90823660fceb00924604f0d6ab474d.html,
100751,The University of Alabama,https://as.ua.edu/faculty-resources/ai-statements-of-principle/,True,200,text/html; charset=utf-8,data/compilation/html/100751/77cb87dd8bca632c271a4977dc88032caddc98d5.html,
100751,The University of Alabama,https://oit.ua.edu/software/artificial-intelligence/ai-approved-list/,True,200,text/html; charset=utf-8,data/compilation/html/100751/987f4648e9ab8b7559fedd329f20c6c4110080e7.html,
100751,The University of Alabama,https://stratcomm.ua.edu/ai-guidelines/,True,200,text/html; charset=utf-8,data/compilation/html/100751/afd8238cf0fd65e1b7fe9a7e111f617f5bfe0eb2.html,
100751,The University of Alabama,https://uateachingacademy.ua.edu/strategies-to-discourage-unauthorized-student-use-of-ai/,True,200,text/html; charset=utf-8,data/compilation/html/100751/20ff9178fc6ce698c52456cd7f8d138ec6509991.html,
100751,The University of Alabama,https://uateachingacademy.ua.edu/category/students-ai-use/,True,200,text/html; charset=utf-8,data/compilation/html/100751/7665319f96fe744d280be9945910b1f3a6e176a3.html,
100751,The University of Alabama,https://barefield.ua.edu/faculty-resources/ai-statements-of-principle/,True,200,text/html; charset=utf-8,data/compilation/html/100751/ea6fc9182aef46f6efddb980a2fe21b91d3c2cc8.html,
100751,The University of Alabama,https://uateachingacademy.ua.edu/teaching-tips/getting-started-with-generative-ai-in-your-course/,True,200,text/html; charset=utf-8,data/compilation/html/100751/e68409326498848a28268bdfc7f8f1d0883b3cf6.html,
100751,The University of Alabama,https://www.provost.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.provost.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1452cfc10>: Failed to resolve 'www.provost.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.ofsl.sl.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.ofsl.sl.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x145067110>: Failed to resolve 'www.ofsl.sl.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.alumni.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.alumni.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x14501d990>: Failed to resolve 'www.alumni.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.edpolicy.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.edpolicy.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x14501c3d0>: Failed to resolve 'www.edpolicy.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.law.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/326a4c1e1c032f3b3c425b89ec56e26340fc2531.html,
100751,The University of Alabama,https://www.gsa.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.gsa.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1450660d0>: Failed to resolve 'www.gsa.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.issr.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/ffbbb0965b08600e38d8e1f3dfe0586807230be4.html,
100751,The University of Alabama,https://www.online.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.online.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1455a8dd0>: Failed to resolve 'www.online.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/5193ed3fac6acdfd0754a9fd56b71d65d582f9f9.html,
100751,The University of Alabama,https://www.giving.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.giving.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x145262b50>: Failed to resolve 'www.giving.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.uapress.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/c0dc8f3109a58b46db7ad4fb2db94ca20f8040d1.html,
100751,The University of Alabama,https://www.legalresearchclub.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/23a7521421158d16530aa296f99bd454713a4516.html,
100751,The University of Alabama,https://www.police.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.police.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1453301d0>: Failed to resolve 'www.police.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.admissions.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.admissions.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x145263410>: Failed to resolve 'www.admissions.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.ciroh.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.ciroh.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x145066610>: Failed to resolve 'www.ciroh.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.uaced.ua.edu/,False,,,,"SSLError: HTTPSConnectionPool(host='www.uaced.ua.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.uaced.ua.edu'. (_ssl.c:1006)"")))"
100751,The University of Alabama,https://www.cj.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/64d657db536430c0c7469bd305e3c956a802d32e.html,
100751,The University of Alabama,https://www.oit.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.oit.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x145333b10>: Failed to resolve 'www.oit.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.arboretum.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/7e2b55e9d8a2a288bb983174939dfdb566ac8f7f.html,
100751,The University of Alabama,https://www.ida.culverhouse.ua.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.ida.culverhouse.ua.edu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x1455ab8d0>: Failed to resolve 'www.ida.culverhouse.ua.edu' ([Errno 8] nodename nor servname provided, or not known)""))"
100751,The University of Alabama,https://www.history.ua.edu/,True,200,text/html; charset=utf-8,data/compilation/html/100751/61643c954e1cc4b9a8ec315a29cac55afec43732.html,
100751,The University of Alabama,https://teachingai.as.ua.edu/ua-policies/,True,200,text/html; charset=utf-8,data/compilation/html/100751/c083c80b21000f5af1be124b8190d70904a43a61.html,
100751,The University of Alabama,https://news.ua.edu/2025/10/ai-exchange-highlights-role-of-hpc-in-alabama/,True,200,text/html; charset=utf-8,data/compilation/html/100751/cbfcbd14cea6c2f9ee8cb654f3f16cefd722046f.html,
100751,The University of Alabama,https://uateachingacademy.ua.edu/ai-and-student-privacy-a-primer/,True,200,text/html; charset=utf-8,data/compilation/html/100751/8fe67bf2231ce20f2321b9dfb34b420aaba456a7.html,
100751,The University of Alabama,https://teachinghub.as.ua.edu/faculty-blog/technology/guidelines-for-faculty-in-dealing-with-the-use-of-generative-ai-tools/,True,200,text/html; charset=utf-8,data/compilation/html/100751/9cc4f9704a453c72af0f69d6eb28df04a145d38c.html,
100751,The University of Alabama,https://oit.ua.edu/about/policies/,True,200,text/html; charset=utf-8,data/compilation/html/100751/ef6dff2da252dc8d8f9ad92be8a9bc132ca5f9c4.html,
100751,The University of Alabama,https://news.ua.edu/2025/09/get-to-know-uas-new-data-governance-policy/,True,200,text/html; charset=utf-8,data/compilation/html/100751/114a7c89d4ea75d87b545cbbb2ca9811b3268bed.html,
100751,The University of Alabama,https://news.ua.edu/2024/11/artificial-intelligence-at-ua/,True,200,text/html; charset=utf-8,data/compilation/html/100751/10175e0a629fd1d421fea2c42946fc0495303eaa.html,
100751,The University of Alabama,https://uateachingacademy.ua.edu/ai-teaching-network/,True,200,text/html; charset=utf-8,data/compilation/html/100751/69d87c3bd3a69dd73df1eaf316fab2a3511476dd.html,
100751,The University of Alabama,https://culverhouse.ua.edu/ai/,True,200,text/html; charset=utf-8,data/compilation/html/100751/9cee8ae6f6683c5401566e1f610149e2a037e378.html,
100751,The University of Alabama,https://oie.ua.edu/wp-content/uploads/sites/17/2025/09/UA-BS-Degree-in-Informatics_Proposal.pdf,False,200,application/pdf,,skipped_non_html
